Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
29_May_2023,Roland Garros,Clay,R16,27,29,(22)Zverev d. (28)Grigor Dimitrov [BUL],6-1 6-4 6-3, (ch),1.47,4.30%,7.60%,65.20%,78.30%,34.40%,14/16,2:18
29_May_2023,Roland Garros,Clay,R32,27,12,(22)Zverev d. (12)Frances Tiafoe [USA],3-6 7-6(3) 6-1 7-6(5), (ch),1.19,9.00%,6.90%,64.60%,71.00%,49.00%,10-May,3:42
29_May_2023,Roland Garros,Clay,R64,27,86,(22)Zverev d. Alex Molcan [SVK],6-4 6-2 6-1,,1.77,7.50%,3.80%,60.00%,77.10%,65.60%,8-Aug,1:58
29_May_2023,Roland Garros,Clay,R128,27,294,(22)Zverev d. Lloyd Harris [RSA],7-6(6) 7-6(0) 6-1,,1.25,8.50%,6.00%,69.20%,72.80%,55.60%,8-Jul,2:44
22_May_2023,Geneva,Clay,SF,27,54,Nicolas Jarry [CHI] d. (3)Zverev,7-6(3) 6-3, (ch),0.73,9.20%,7.70%,75.40%,75.50%,37.50%,3-Feb,1:46
22_May_2023,Geneva,Clay,QF,27,59,(3)Zverev d. Yibing Wu [CHN],4-1 RET,,2.73,20.00%,0.00%,90.00%,77.80%,100.00%,0/0,0:21
22_May_2023,Geneva,Clay,R16,27,75,(3)Zverev d. Christopher Eubanks [USA],6-2 6-3,,1.89,11.40%,4.50%,75.00%,87.90%,45.50%,1-Jan,1:07
8_May_2023,Rome Masters,Clay,R16,22,3,(3)Daniil Medvedev [RUS] d. (19)Zverev,6-2 7-6(3), (ch),0.69,8.00%,6.70%,69.30%,69.20%,30.40%,9-Jun,1:56
8_May_2023,Rome Masters,Clay,R32,22,54,(19)Zverev d. J J Wolf [USA],6-4 7-5,,1.51,17.20%,3.40%,67.20%,76.90%,68.40%,0/1,1:49
8_May_2023,Rome Masters,Clay,R64,22,107,(19)Zverev d. David Goffin [BEL],5-7 6-3 6-4,,1.13,7.30%,4.90%,65.90%,68.50%,39.30%,8-Mar,2:26
24_Apr_2023,Madrid Masters,Clay,R16,16,2,(1)Carlos Alcaraz [ESP] d. (13)Zverev,6-1 6-2, (ch),0.39,5.00%,6.70%,66.70%,55.00%,40.00%,10-Jun,1:22
24_Apr_2023,Madrid Masters,Clay,R32,16,128,(13)Zverev d. (Q)Hugo Grenier [FRA],6-1 6-0,,3.75,13.80%,3.40%,86.20%,88.00%,50.00%,0/0,0:56
24_Apr_2023,Madrid Masters,Clay,R64,16,53,(13)Zverev d. Roberto Carballes Baena [ESP],6-7(6) 7-5 6-0,,1.28,11.20%,3.70%,60.70%,80.00%,50.00%,9-Aug,3:25
17_Apr_2023,Munich,Clay,R16,16,82,Christopher Oconnell [AUS] d. (3)Zverev,7-6(2) 6-4,,0.84,13.20%,7.40%,57.40%,74.40%,41.40%,6-Mar,1:56
10_Apr_2023,Monte Carlo Masters,Clay,R16,16,5,(3)Daniil Medvedev [RUS] d. (13)Zverev,3-6 7-5 7-6(7), (ch),0.93,3.50%,3.50%,61.70%,62.00%,40.90%,13-Jul,3:05
10_Apr_2023,Monte Carlo Masters,Clay,R32,16,29,(13)Zverev d. Roberto Bautista Agut [ESP],6-4 6-4, (ch),1.22,16.90%,7.70%,72.30%,74.50%,38.90%,3-Feb,1:47
10_Apr_2023,Monte Carlo Masters,Clay,R64,16,53,(13)Zverev d. Alexander Bublik [KAZ],3-6 6-2 6-4,,1.21,4.30%,2.90%,56.50%,74.40%,46.70%,6-Feb,2:00
20_Mar_2023,Miami Masters,Hard,R64,15,97,(WC)Taro Daniel [JPN] d. (13)Zverev,6-0 6-4,,0.52,11.40%,2.30%,61.40%,59.30%,41.20%,7-Mar,1:15
6_Mar_2023,Indian Wells Masters,Hard,R16,14,6,(5)Daniil Medvedev [RUS] d. (12)Zverev,6-7(5) 7-6(5) 7-5, (ch),0.97,5.60%,2.40%,75.00%,71.00%,54.80%,8-May,3:17
6_Mar_2023,Indian Wells Masters,Hard,R32,14,59,(12)Zverev d. Emil Ruusuvuori [FIN],7-5 1-6 7-5,,0.88,7.90%,1.00%,61.40%,66.10%,53.80%,13-Sep,2:40
6_Mar_2023,Indian Wells Masters,Hard,R64,14,66,(12)Zverev d. Pedro Cachin [ARG],6-3 6-1,,1.91,14.60%,2.10%,58.30%,82.10%,60.00%,2-Feb,1:18
27_Feb_2023,Dubai,Hard,SF,16,6,(2)Andrey Rublev [RUS] d. (7)Zverev,6-3 7-6(9), (ch),0.73,14.30%,3.60%,79.80%,68.70%,29.40%,6-Mar,1:58
27_Feb_2023,Dubai,Hard,QF,16,67,(7)Zverev d. Lorenzo Sonego [ITA],7-5 6-4,,1.53,8.20%,1.60%,82.00%,84.00%,36.40%,6-Jun,1:52
27_Feb_2023,Dubai,Hard,R16,16,92,(7)Zverev d. (Q)Christopher Oconnell [AUS],7-5 6-4,,2.12,21.60%,2.00%,76.50%,89.70%,75.00%,0/0,1:18
27_Feb_2023,Dubai,Hard,R32,16,47,(7)Zverev d. Jiri Lehecka [CZE],4-6 6-3 6-4,,1.37,15.00%,2.50%,72.50%,74.10%,63.60%,4-Feb,2:05
20_Feb_2023,Doha,Hard,R16,16,70,(WC)Andy Murray [GBR] d. (4)Zverev,7-6(5) 2-6 7-5,,1.11,11.10%,2.00%,72.70%,73.60%,44.40%,5-Feb,3:02
13_Feb_2023,Rotterdam,Hard,R16,17,61,(WC)Tallon Griekspoor [NED] d. (8)Zverev,4-6 6-3 6-4,,0.79,6.50%,5.20%,71.40%,70.90%,54.50%,0/2,2:04
13_Feb_2023,Rotterdam,Hard,R32,17,63,(8)Zverev d. Soon Woo Kwon [KOR],6-4 7-6(4),,0.9,12.30%,0.00%,75.30%,83.60%,30.00%,3-Mar,1:40
3_Feb_2023,Davis Cup QLS R1: GER vs SUI,Hard,RR,14,135,Zverev d. Stan Wawrinka [SUI],6-4 6-1,,1.4,11.90%,1.50%,67.20%,64.40%,63.60%,3-Feb,
3_Feb_2023,Davis Cup QLS R1: GER vs SUI,Hard,RR,14,53,Marc Andrea Huesler [SUI] d. Zverev,6-2 7-6(4),,0.9,10.00%,5.70%,68.60%,68.80%,31.80%,6-Feb,
16_Jan_2023,Australian Open,Hard,R64,13,107,(LL)Michael Mmoh [USA] d. (12)Zverev,6-7(1) 6-4 6-3 6-2,,0.89,10.40%,9.60%,66.40%,71.10%,26.20%,14-Jun,3:26
16_Jan_2023,Australian Open,Hard,R128,13,103,(12)Zverev d. (LL)Juan Pablo Varillas [PER],4-6 6-1 5-7 7-6(3) 6-4, (ch),1.38,14.50%,3.40%,73.80%,83.20%,42.10%,7-Mar,4:06
2_Jan_2023,United Cup,Hard,RR,12,9,(3)Taylor Fritz [USA] d. (10)Zverev,6-1 6-4,,0.41,5.00%,8.30%,80.00%,64.60%,25.00%,6-Mar,1:04
2_Jan_2023,United Cup,Hard,RR,12,81,(14)Jiri Lehecka [CZE] d. (10)Zverev,6-4 6-2,,0.74,1.80%,14.30%,60.70%,64.70%,36.40%,8-Apr,1:32
23_May_2022,Roland Garros,Clay,SF,3,5,(5)Rafael Nadal [ESP] d. (3)Zverev,7-6(8) 6-6 RET, (ch),0.95,4.90%,7.80%,76.70%,55.70%,37.50%,11-Jun,3:07
23_May_2022,Roland Garros,Clay,QF,3,6,(3)Zverev d. (6)Carlos Alcaraz [ESP],6-4 6-4 4-6 7-6(7), (ch),1.16,5.30%,4.60%,72.50%,73.70%,55.60%,6-Apr,
23_May_2022,Roland Garros,Clay,R16,3,131,(3)Zverev d. Bernabe Zapata Miralles [ESP],7-6(11) 7-5 6-3, (ch),1.1,3.90%,5.50%,78.90%,53.50%,59.30%,13-Jul,
23_May_2022,Roland Garros,Clay,R32,3,75,(3)Zverev d. Brandon Nakashima [USA],7-6(2) 6-3 7-6(5),,1.24,14.60%,4.10%,88.60%,69.70%,42.90%,5-Apr,
23_May_2022,Roland Garros,Clay,R64,3,36,(3)Zverev d. Sebastian Baez [ARG],2-6 4-6 6-1 6-2 7-5, (ch),1.1,7.70%,2.60%,68.40%,67.90%,46.90%,13-Aug,
23_May_2022,Roland Garros,Clay,R128,3,219,(3)Zverev d. (Q)Sebastian Ofner [AUT],6-2 6-4 6-4,,1.75,17.60%,5.40%,63.50%,85.10%,63.00%,0/0,
9_May_2022,Rome Masters,Clay,SF,3,5,(4)Stefanos Tsitsipas [GRE] d. (2)Zverev,4-6 6-3 6-3, (ch),0.85,5.70%,4.60%,64.40%,69.60%,41.90%,5-Feb,2:28
9_May_2022,Rome Masters,Clay,QF,3,45,(2)Zverev d. Cristian Garin [CHI],7-5 6-2,,1.28,5.40%,2.70%,63.50%,70.20%,51.90%,5-Apr,1:51
9_May_2022,Rome Masters,Clay,R16,3,22,(2)Zverev d. Alex De Minaur [AUS],6-3 7-6(5),,1.31,6.60%,3.30%,67.20%,75.60%,45.00%,4-Jan,1:49
9_May_2022,Rome Masters,Clay,R32,3,37,(2)Zverev d. (Q)Sebastian Baez [ARG],7-6(6) 6-3, (ch),0.7,11.80%,1.50%,70.60%,79.20%,55.00%,0/0,1:29
2_May_2022,Madrid Masters,Clay,F,3,9,(7)Carlos Alcaraz [ESP] d. (2)Zverev,6-3 6-1, (ch),0.31,6.40%,10.60%,66.00%,61.30%,25.00%,8-Apr,1:02
2_May_2022,Madrid Masters,Clay,SF,3,5,(2)Zverev d. (4)Stefanos Tsitsipas [GRE],6-4 3-6 6-2, (ch),1.39,6.10%,6.10%,72.70%,83.30%,55.60%,2-Jan,1:53
2_May_2022,Madrid Masters,Clay,QF,3,10,(2)Zverev d. (8)Felix Auger Aliassime [CAN],6-3 7-5, (ch),1.42,1.50%,13.20%,63.20%,74.40%,56.00%,4-Mar,1:55
2_May_2022,Madrid Masters,Clay,R16,3,63,(2)Zverev d. (Q)Lorenzo Musetti [ITA],6-3 1-0 RET,,3.12,30.40%,0.00%,78.30%,88.90%,80.00%,0/0,0:39
2_May_2022,Madrid Masters,Clay,R32,3,24,(2)Zverev d. Marin Cilic [CRO],4-6 6-4 6-4,,1.2,12.40%,4.50%,77.50%,76.80%,45.00%,8-Jun,2:17
25_Apr_2022,Munich,Clay,R16,3,70,(WC)Holger Rune [DEN] d. (1)Zverev,6-3 6-2, (ch),0.79,0.00%,6.30%,75.00%,52.80%,41.70%,11-Jul,1:39
11_Apr_2022,Monte Carlo Masters,Clay,SF,3,5,(3)Stefanos Tsitsipas [GRE] d. (2)Zverev,6-4 6-2, (ch),0.6,6.10%,8.20%,65.30%,53.10%,35.30%,8-Mar,1:15
11_Apr_2022,Monte Carlo Masters,Clay,QF,3,12,(2)Zverev d. (9)Jannik Sinner [ITA],5-7 6-3 7-6(5),,1.1,4.40%,5.30%,70.80%,68.80%,42.40%,12-Jul,3:07
11_Apr_2022,Monte Carlo Masters,Clay,R16,3,19,(2)Zverev d. (13)Pablo Carreno Busta [ESP],6-2 7-5,,1.51,14.30%,3.60%,67.90%,78.90%,44.40%,6-Apr,1:35
11_Apr_2022,Monte Carlo Masters,Clay,R32,3,34,(2)Zverev d. Federico Delbonis [ARG],6-1 7-5,,1.44,7.10%,1.80%,66.10%,67.60%,52.60%,4-Feb,1:26
21_Mar_2022,Miami Masters,Hard,QF,4,8,(6)Casper Ruud [NOR] d. (2)Zverev,6-3 1-6 6-3, (ch),0.88,15.20%,1.50%,66.70%,79.50%,54.50%,5-Mar,1:38
21_Mar_2022,Miami Masters,Hard,R16,4,97,(2)Zverev d. (Q)Thanasi Kokkinakis [AUS],6-4 6-4,,1.99,8.00%,4.00%,70.00%,88.60%,60.00%,0/0,1:36
21_Mar_2022,Miami Masters,Hard,R32,4,54,(2)Zverev d. Mackenzie Mcdonald [USA],6-2 6-2,,1.67,20.00%,2.00%,74.00%,73.00%,69.20%,1-Jan,1:13
21_Mar_2022,Miami Masters,Hard,R64,4,166,(2)Zverev d. (PR)Borna Coric [CRO],6-4 3-6 6-3,,1.27,16.00%,1.30%,73.30%,81.80%,55.00%,2-Jan,2:01
7_Mar_2022,Indian Wells Masters,Hard,R64,3,39,Tommy Paul [USA] d. (3)Zverev,6-2 4-6 7-6(2), (ch),0.89,6.70%,6.70%,71.10%,78.10%,34.60%,7-Apr,2:17
4_Mar_2022,Davis Cup QLS R1: GER vs BRA,Clay,RR,3,216,Zverev d. Thiago Seyboth Wild [BRA],6-4 6-2,,1.53,12.70%,3.60%,58.20%,87.50%,52.20%,3-Mar,1:34
4_Mar_2022,Davis Cup QLS R1: GER vs BRA,Clay,RR,3,114,Zverev d. Thiago Monteiro [BRA],6-1 7-5,,1.67,7.00%,3.50%,68.40%,87.20%,50.00%,1-Jan,1:36
21_Feb_2022,Acapulco,Hard,R16,3,95,(LL)Peter Gojowczyk [GER] d. (2)Zverev,W/O,,,,,,,,,
21_Feb_2022,Acapulco,Hard,R32,3,47,(2)Zverev d. Jenson Brooksby [USA],3-6 7-6(10) 6-2, (ch),1.03,8.50%,4.70%,67.00%,77.50%,45.70%,7-Jun,3:20
31_Jan_2022,Montpellier,Hard,F,3,35,(6)Alexander Bublik [KAZ] d. (1)Zverev,6-4 6-3, (ch),0.69,7.00%,5.30%,71.90%,63.40%,31.30%,8-Apr,1:09
31_Jan_2022,Montpellier,Hard,SF,3,83,(1)Zverev d. Mikael Ymer [SWE],6-1 6-3,,2.16,15.80%,2.60%,78.90%,76.70%,75.00%,0/1,0:51
31_Jan_2022,Montpellier,Hard,QF,3,58,(1)Zverev d. Adrian Mannarino [FRA],6-1 6-0,,2.46,20.50%,5.10%,74.40%,72.40%,70.00%,4-Apr,0:50
31_Jan_2022,Montpellier,Hard,R16,3,56,(1)Zverev d. Mackenzie Mcdonald [USA],6-2 7-6(5),,1.53,17.20%,6.90%,69.00%,85.00%,50.00%,0/1,1:18
17_Jan_2022,Australian Open,Hard,R16,3,14,(14)Denis Shapovalov [CAN] d. (3)Zverev,6-3 7-6(5) 6-3, (ch),0.85,3.40%,9.10%,76.10%,68.70%,28.60%,6-Feb,2:21
17_Jan_2022,Australian Open,Hard,R32,3,124,(3)Zverev d. (Q)Radu Albot [MDA],6-3 6-4 6-4,,1.31,18.00%,7.90%,77.50%,82.60%,35.00%,5-May,1:57
17_Jan_2022,Australian Open,Hard,R64,3,89,(3)Zverev d. John Millman [AUS],6-4 6-4 6-0,,1.46,18.90%,9.50%,74.30%,85.50%,26.30%,3-Feb,1:59
17_Jan_2022,Australian Open,Hard,R128,3,87,(3)Zverev d. Daniel Altmaier [GER],7-6(3) 6-1 7-6(1),,1.7,15.40%,6.60%,71.40%,87.70%,38.50%,0/1,2:38
3_Jan_2022,Atp Cup,Hard,RR,3,11,Felix Auger Aliassime [CAN] d. Zverev,6-4 4-6 6-3,,0.91,5.40%,2.20%,64.10%,62.70%,60.60%,8-Apr,2:31
3_Jan_2022,Atp Cup,Hard,RR,3,12,Zverev d. Cameron Norrie [GBR],7-6(2) 6-1,,1.68,8.50%,1.70%,84.70%,84.00%,44.40%,3-Mar,1:27
3_Jan_2022,Atp Cup,Hard,RR,3,23,Zverev d. Taylor Fritz [USA],6-4 6-4,,1.38,12.70%,3.20%,73.00%,76.10%,70.60%,4-Apr,1:29
15_Nov_2021,Tour Finals,Hard,F,3,2,(3)Zverev d. (2)Daniil Medvedev [RUS],6-4 6-4, (ch),1.43,14.80%,1.90%,74.10%,82.50%,57.10%,0/0,1:15
15_Nov_2021,Tour Finals,Hard,SF,3,1,(3)Zverev d. (1)Novak Djokovic [SRB],7-6(4) 4-6 6-3, (ch),1.13,14.60%,1.00%,71.90%,78.30%,63.00%,4-Mar,2:28
15_Nov_2021,Tour Finals,Hard,RR,3,9,(3)Zverev d. (7)Hubert Hurkacz [POL],6-2 6-4, (ch),1.94,22.90%,0.00%,77.10%,86.50%,45.50%,0/0,1:02
15_Nov_2021,Tour Finals,Hard,RR,3,7,(3)Zverev d. Matteo Berrettini [ITA],7-6(7) 1-0 RET, (ch),1.37,18.50%,1.90%,72.20%,71.80%,66.70%,2-Feb,1:41
15_Nov_2021,Tour Finals,Hard,RR,3,2,(2)Daniil Medvedev [RUS] d. (3)Zverev,6-3 6-7(3) 7-6(6), (ch),0.87,16.50%,1.80%,78.90%,69.80%,65.20%,4-Mar,2:35
1_Nov_2021,Paris Masters,Hard,SF,4,2,(2)Daniil Medvedev [RUS] d. (4)Zverev,6-2 6-2, (ch),0.56,10.50%,7.00%,66.70%,60.50%,31.60%,5-Jan,1:20
1_Nov_2021,Paris Masters,Hard,QF,4,8,(4)Zverev d. (6)Casper Ruud [NOR],7-5 6-4, (ch),1.53,6.90%,0.00%,74.10%,86.00%,53.30%,3-Mar,1:34
1_Nov_2021,Paris Masters,Hard,R16,4,30,(4)Zverev d. (16)Grigor Dimitrov [BUL],7-6(4) 6-7(3) 6-3,,0.89,14.90%,4.40%,69.30%,73.40%,54.30%,10-Sep,2:45
1_Nov_2021,Paris Masters,Hard,R32,4,34,(4)Zverev d. Dusan Lajovic [SRB],6-3 7-6(5),,1.4,20.30%,4.30%,72.50%,80.00%,47.40%,5-Apr,1:40
25_Oct_2021,Vienna,Hard,F,4,49,(2)Zverev d. (Q)Frances Tiafoe [USA],7-5 6-4, (ch),1.81,33.90%,0.00%,82.10%,80.40%,60.00%,2-Jan,1:35
25_Oct_2021,Vienna,Hard,SF,4,42,(2)Zverev d. Carlos Alcaraz [ESP],6-3 6-3,,1.86,17.00%,2.10%,78.70%,83.80%,70.00%,1-Jan,1:08
25_Oct_2021,Vienna,Hard,QF,4,12,(2)Zverev d. (6)Felix Auger Aliassime [CAN],6-4 3-6 6-3,,1.36,8.30%,0.00%,68.10%,81.60%,69.60%,0/1,2:05
25_Oct_2021,Vienna,Hard,R16,4,32,(2)Zverev d. Alex De Minaur [AUS],6-2 3-6 6-2,,1.36,23.90%,4.20%,62.00%,88.60%,44.40%,5-Apr,1:42
25_Oct_2021,Vienna,Hard,R32,4,40,(2)Zverev d. Filip Krajinovic [SRB],6-2 7-5,,1.4,20.30%,5.10%,61.00%,80.60%,52.20%,6-May,1:21
4_Oct_2021,Indian Wells Masters,Hard,QF,4,39,(31)Taylor Fritz [USA] d. (3)Zverev,4-6 6-3 7-6(3), (ch),0.93,9.90%,5.50%,65.90%,75.00%,45.20%,4-Jan,2:20
4_Oct_2021,Indian Wells Masters,Hard,R16,4,18,(3)Zverev d. (14)Gael Monfils [FRA],6-1 6-3,,1.68,2.10%,2.10%,72.30%,76.50%,61.50%,1-Jan,1:01
4_Oct_2021,Indian Wells Masters,Hard,R32,4,121,(3)Zverev d. (WC)Andy Murray [GBR],6-4 7-6(4),,1.17,10.80%,5.40%,71.60%,71.70%,42.90%,6-Mar,2:07
4_Oct_2021,Indian Wells Masters,Hard,R64,4,76,(3)Zverev d. Jenson Brooksby [USA],6-4 3-6 6-1,,1.19,16.70%,6.90%,66.70%,72.90%,58.30%,3-Jan,1:46
24_Sep_2021,Laver Cup,Hard,RR,4,22,Zverev d. John Isner [USA],7-6(5) 6-7(6) [10-5],,,,,,,,,
30_Aug_2021,US Open,Hard,SF,4,1,(1)Novak Djokovic [SRB] d. (4)Zverev,4-6 6-2 6-4 4-6 6-2, (ch),1,12.90%,6.50%,62.10%,75.30%,48.90%,9-Mar,3:34
30_Aug_2021,US Open,Hard,QF,4,46,(4)Zverev d. Lloyd Harris [RSA],7-6(6) 6-3 6-4,,1.29,22.10%,5.30%,68.40%,81.50%,46.70%,3-Jan,2:06
30_Aug_2021,US Open,Hard,R16,4,16,(4)Zverev d. (13)Jannik Sinner [ITA],6-4 6-4 7-6(7), (ch),1.13,15.90%,2.80%,68.20%,72.60%,58.80%,7-Jun,2:25
30_Aug_2021,US Open,Hard,R32,4,184,(4)Zverev d. (WC)Jack Sock [USA],3-6 6-2 6-3 2-1 RET,,1.69,22.20%,4.20%,69.40%,80.00%,68.20%,0/1,1:58
30_Aug_2021,US Open,Hard,R64,4,48,(4)Zverev d. Albert Ramos [ESP],6-1 6-0 6-3,,3.04,20.80%,5.70%,81.10%,93.00%,40.00%,0/0,1:14
30_Aug_2021,US Open,Hard,R128,4,78,(4)Zverev d. Sam Querrey [USA],6-4 7-5 6-2,,2.2,24.30%,1.40%,68.90%,90.20%,60.90%,0/0,1:40
16_Aug_2021,Cincinnati Masters,Hard,F,5,7,(3)Zverev d. (4)Andrey Rublev [RUS],6-2 6-3, (ch),2.39,15.40%,10.30%,71.80%,92.90%,45.50%,0/1,0:59
16_Aug_2021,Cincinnati Masters,Hard,SF,5,3,(3)Zverev d. (2)Stefanos Tsitsipas [GRE],6-4 3-6 7-6(4), (ch),1.04,15.50%,4.10%,75.30%,71.20%,33.30%,8-Apr,2:41
16_Aug_2021,Cincinnati Masters,Hard,QF,5,11,(3)Zverev d. (8)Casper Ruud [NOR],6-1 6-3, (ch),2.47,16.20%,2.70%,70.30%,88.50%,54.50%,0/1,0:59
16_Aug_2021,Cincinnati Masters,Hard,R16,5,93,(3)Zverev d. (PR)Guido Pella [ARG],6-2 6-3,,2.33,20.00%,7.50%,67.50%,85.20%,69.20%,0/0,1:13
16_Aug_2021,Cincinnati Masters,Hard,R32,5,46,(3)Zverev d. Lloyd Harris [RSA],7-6(3) 6-2,,1.77,19.60%,1.80%,64.30%,86.10%,75.00%,0/0,1:16
24_Jul_2021,Tokyo Olympics,Hard,F,5,25,(4)Zverev d. (12)Karen Khachanov [RUS],6-3 6-1, (ch),,,,,,,,
24_Jul_2021,Tokyo Olympics,Hard,SF,5,1,(4)Zverev d. (1)Novak Djokovic [SRB],1-6 6-3 6-1, (ch),,,,,,,,
24_Jul_2021,Tokyo Olympics,Hard,QF,5,68,(4)Zverev d. Jeremy Chardy [FRA],6-4 6-1, (ch),,,,,,,,
24_Jul_2021,Tokyo Olympics,Hard,R16,5,42,(4)Zverev d. Nikoloz Basilashvili [GEO],6-4 7-6(5),,,,,,,,,
24_Jul_2021,Tokyo Olympics,Hard,R32,5,113,(4)Zverev d. Daniel Elahi Galan [COL],6-2 6-2,,,,,,,,,
24_Jul_2021,Tokyo Olympics,Hard,R64,5,573,(4)Zverev d. (PR)Yen Hsun Lu [TPE],6-1 6-3,,,,,,,,,
28_Jun_2021,Wimbledon,Grass,R16,6,19,(16)Felix Auger Aliassime [CAN] d. (4)Zverev,6-4 7-6(6) 3-6 3-6 6-4, (ch),0.94,5.40%,11.90%,65.50%,79.10%,34.50%,13-Aug,4:02
28_Jun_2021,Wimbledon,Grass,R32,6,40,(4)Zverev d. (31)Taylor Fritz [USA],6-7(3) 6-4 6-3 7-6(4),,1.77,16.20%,7.70%,69.20%,91.40%,55.60%,2-Jan,2:38
28_Jun_2021,Wimbledon,Grass,R64,6,68,(4)Zverev d. Tennys Sandgren [USA],7-5 6-2 6-3,,2.46,18.80%,2.90%,72.50%,84.00%,78.90%,1-Jan,1:45
28_Jun_2021,Wimbledon,Grass,R128,6,124,(4)Zverev d. (Q)Tallon Griekspoor [NED],6-3 6-4 6-1,,1.47,28.20%,5.60%,67.60%,77.10%,47.80%,4-Feb,1:29
14_Jun_2021,Halle,Grass,R16,6,31,Ugo Humbert [FRA] d. (3)Zverev,7-6(4) 3-6 6-3,,0.91,22.70%,0.00%,73.90%,73.80%,65.20%,0/1,1:51
14_Jun_2021,Halle,Grass,R32,6,53,(3)Zverev d. Dominik Koepfer [GER],6-4 3-6 6-3,,1.61,11.90%,6.00%,68.70%,89.10%,47.60%,0/2,1:44
31_May_2021,Roland Garros,Clay,SF,6,5,(5)Stefanos Tsitsipas [GRE] d. (6)Zverev,6-3 6-3 4-6 4-6 6-3, (ch),0.89,7.70%,4.90%,69.70%,74.70%,39.50%,14-Sep,3:37
31_May_2021,Roland Garros,Clay,QF,6,46,(6)Zverev d. Alejandro Davidovich Fokina [ESP],6-4 6-1 6-1, (ch),1.83,4.80%,4.80%,54.80%,76.50%,57.10%,6-Mar,1:36
31_May_2021,Roland Garros,Clay,R16,6,49,(6)Zverev d. Kei Nishikori [JPN],6-4 6-1 6-1,,1.79,7.60%,3.00%,71.20%,68.10%,68.40%,4-Feb,1:54
31_May_2021,Roland Garros,Clay,R32,6,55,(6)Zverev d. Laslo Djere [SRB],6-2 7-5 6-2,,1.61,4.90%,4.90%,70.70%,72.40%,62.50%,5-Mar,2:08
31_May_2021,Roland Garros,Clay,R64,6,182,(6)Zverev d. (Q)Roman Safiullin [RUS],7-6(4) 6-3 7-6(1),,1.35,15.00%,10.00%,66.00%,80.30%,52.90%,4-Jan,2:27
31_May_2021,Roland Garros,Clay,R128,6,152,(6)Zverev d. (Q)Oscar Otte [GER],3-6 3-6 6-2 6-2 6-0,,1.43,8.30%,7.40%,57.40%,74.20%,58.70%,6-Feb,2:49
10_May_2021,Rome Masters,Clay,QF,6,3,(2)Rafael Nadal [ESP] d. (6)Zverev,6-3 6-4,,0.83,9.40%,4.70%,68.80%,63.60%,40.00%,6-Mar,1:59
10_May_2021,Rome Masters,Clay,R16,6,45,(6)Zverev d. Kei Nishikori [JPN],4-6 6-3 6-4,,1.08,6.00%,6.80%,59.00%,69.60%,39.60%,9-May,2:52
10_May_2021,Rome Masters,Clay,R32,6,128,(6)Zverev d. (Q)Hugo Dellien [BOL],6-2 6-2,,1.59,7.10%,3.60%,66.10%,75.70%,57.90%,6-Jun,1:20
3_May_2021,Madrid Masters,Clay,F,6,10,(5)Zverev d. (8)Matteo Berrettini [ITA],6-7(8) 6-4 6-3, (ch),1.22,5.30%,7.40%,69.50%,75.80%,55.20%,3-Feb,2:40
3_May_2021,Madrid Masters,Clay,SF,6,4,(5)Zverev d. (3)Dominic Thiem [AUT],6-3 6-4, (ch),1.36,10.70%,3.60%,66.10%,78.40%,52.60%,2-Jan,1:37
3_May_2021,Madrid Masters,Clay,QF,6,2,(5)Zverev d. (1)Rafael Nadal [ESP],6-4 6-4, (ch),1.3,7.30%,9.10%,61.80%,82.40%,42.90%,2-Jan,1:44
3_May_2021,Madrid Masters,Clay,R16,6,26,(5)Zverev d. Daniel Evans [GBR],6-3 7-6(3),,1.24,10.40%,9.00%,59.70%,80.00%,55.60%,2-Jan,1:37
3_May_2021,Madrid Masters,Clay,R32,6,43,(5)Zverev d. Kei Nishikori [JPN],6-3 6-2,,1.69,10.20%,0.00%,65.30%,75.00%,64.70%,3-Feb,1:14
26_Apr_2021,Munich,Clay,QF,6,107,(Q)Ilya Ivashka [BLR] d. (1)Zverev,6-7(5) 7-5 6-3, (ch),0.89,5.40%,15.10%,54.80%,78.40%,42.90%,10-May,2:33
26_Apr_2021,Munich,Clay,R16,6,89,(1)Zverev d. (LL)Ricardas Berankis [LTU],6-2 6-4,,1.31,9.70%,6.50%,64.50%,72.50%,40.90%,5-Mar,1:26
12_Apr_2021,Monte Carlo Masters,Clay,R16,6,15,(11)David Goffin [BEL] d. (5)Zverev,6-4 7-6(7),,1.11,7.00%,2.80%,73.20%,71.20%,68.40%,4-Mar,1:51
12_Apr_2021,Monte Carlo Masters,Clay,R32,6,28,(5)Zverev d. Lorenzo Sonego [ITA],6-3 6-3,,1.25,8.00%,2.70%,65.30%,67.30%,42.30%,9-Jul,1:38
22_Mar_2021,Miami Masters,Hard,R64,7,83,Emil Ruusuvuori [FIN] d. (3)Zverev,1-6 6-3 6-1,,0.89,14.10%,9.00%,57.70%,60.00%,36.40%,18-Dec,2:04
15_Mar_2021,Acapulco,Hard,F,7,5,(2)Zverev d. (1)Stefanos Tsitsipas [GRE],6-4 7-6(3), (ch),1.15,4.90%,9.90%,60.50%,77.60%,37.50%,8-Jun,2:17
15_Mar_2021,Acapulco,Hard,SF,7,71,(2)Zverev d. Dominik Koepfer [GER],6-4 7-6(5),,1.21,4.30%,1.40%,60.00%,71.40%,53.60%,4-Feb,2:09
