Date,Tournament,Surface,Rd,Rk,vRk,,Score,More,DR,A%,DF%,1stIn,1st%,2nd%,BPSvd,Time
17_Aug_2020,Prague CH,Clay,QF,17,127,(1)Wawrinka d. (6)Sumit Nagal [IND],2-6 6-0 6-1,,1.47,7.10%,5.70%,58.60%,78.00%,51.70%,3-Jan,1:19
17_Aug_2020,Prague CH,Clay,R16,17,217,(1)Wawrinka d. Oscar Otte [GER],3-6 7-5 6-1,,1.44,3.60%,6.00%,56.00%,78.70%,62.20%,7-Jun,1:54
17_Aug_2020,Prague CH,Clay,R32,17,178,(1)Wawrinka d. Roman Safiullin [RUS],6-1 4-6 6-1,,1.33,5.90%,4.70%,49.40%,61.90%,60.50%,7-May,1:50
24_Feb_2020,Acapulco,Hard,QF,16,22,(7)Grigor Dimitrov [BUL] d. (3)Wawrinka,6-4 6-4,,0.78,5.70%,1.90%,60.40%,71.90%,33.30%,6-Mar,1:24
24_Feb_2020,Acapulco,Hard,R16,16,113,(3)Wawrinka d. (SE)Pedro Martinez [ESP],6-4 6-4,,1.37,17.00%,5.70%,54.70%,89.70%,33.30%,0/2,1:30
24_Feb_2020,Acapulco,Hard,R32,16,82,(3)Wawrinka d. Frances Tiafoe [USA],6-3 6-7(4) 7-6(1), (ch),1.19,30.20%,0.90%,62.10%,93.10%,38.60%,9-Sep,2:44
20_Jan_2020,Australian Open,Hard,QF,15,7,(7)Alexander Zverev [GER] d. (15)Wawrinka,1-6 6-3 6-4 6-2, (ch),0.82,3.80%,4.80%,56.20%,69.50%,52.20%,13-Aug,2:19
20_Jan_2020,Australian Open,Hard,R16,15,4,(15)Wawrinka d. (4)Daniil Medvedev [RUS],6-2 2-6 4-6 7-6(2) 6-2, (ch),1.12,13.00%,0.70%,68.80%,75.80%,51.20%,8-May,3:25
20_Jan_2020,Australian Open,Hard,R32,15,19,(15)Wawrinka d. (19)John Isner [USA],6-4 4-1 RET,,1.64,17.40%,0.00%,45.70%,85.70%,64.00%,3-Mar,1:05
20_Jan_2020,Australian Open,Hard,R64,15,85,(15)Wawrinka d. Andreas Seppi [ITA],4-6 7-5 6-3 3-6 6-4,,1.2,13.80%,2.90%,60.10%,79.50%,52.70%,0/5,3:38
20_Jan_2020,Australian Open,Hard,R128,15,92,(15)Wawrinka d. Damir Dzumhur [BIH],7-5 6-7(4) 6-4 6-4,,1.56,17.60%,0.80%,58.80%,81.40%,73.50%,2-Feb,2:56
6_Jan_2020,Doha,Hard,SF,15,81,(Q)Corentin Moutet [FRA] d. (1)Wawrinka,3-6 7-5 6-3, (ch),0.69,12.90%,4.30%,65.60%,73.80%,53.10%,11-Sep,2:00
6_Jan_2020,Doha,Hard,QF,15,58,(1)Wawrinka d. Aljaz Bedene [SLO],6-3 6-4,,1.34,8.60%,0.00%,50.00%,93.10%,55.20%,2-Feb,1:23
6_Jan_2020,Doha,Hard,R16,15,54,(1)Wawrinka d. Jeremy Chardy [FRA],6-3 6-4,,1.3,19.70%,1.60%,57.40%,77.10%,57.70%,7-Jun,1:27
28_Oct_2019,Paris Masters,Hard,R16,16,2,(2)Rafael Nadal [ESP] d. (16)Wawrinka,6-4 6-4,,0.93,13.70%,0.00%,62.70%,75.00%,57.90%,3-Jan,1:27
28_Oct_2019,Paris Masters,Hard,R32,16,24,(16)Wawrinka d. Marin Cilic [CRO],7-6(3) 7-6(5),,1.03,11.00%,2.20%,63.70%,77.60%,51.50%,8-Jul,1:58
21_Oct_2019,Basel,Hard,QF,17,3,(1)Roger Federer [SUI] d. (7)Wawrinka,W/O,,,,,,,,,
21_Oct_2019,Basel,Hard,R16,17,48,(7)Wawrinka d. Frances Tiafoe [USA],6-3 3-6 7-5,,1.51,16.90%,2.40%,62.70%,86.50%,54.80%,5-Apr,2:32
21_Oct_2019,Basel,Hard,R32,17,45,(7)Wawrinka d. Pablo Cuevas [URU],6-3 6-4,,1.93,19.60%,0.00%,60.80%,90.30%,70.00%,0/0,1:06
14_Oct_2019,Antwerp,Hard,F,18,243,(PR)Andy Murray [GBR] d. (4)Wawrinka,3-6 6-4 6-4, (ch),1.02,12.90%,1.10%,60.20%,67.90%,48.60%,10-May,2:27
14_Oct_2019,Antwerp,Hard,SF,18,119,(4)Wawrinka d. (WC)Jannik Sinner [ITA],6-3 6-2, (ch),1.84,17.40%,2.20%,56.50%,80.80%,65.00%,2-Jan,1:05
14_Oct_2019,Antwerp,Hard,QF,18,47,(4)Wawrinka d. Gilles Simon [FRA],6-3 6-7(6) 6-2,,1.17,5.10%,3.10%,61.20%,71.70%,55.30%,3-Feb,2:14
14_Oct_2019,Antwerp,Hard,R16,18,62,(4)Wawrinka d. Feliciano Lopez [ESP],6-7(4) 6-4 7-6(4),,1.42,16.20%,1.90%,68.60%,84.70%,66.70%,3-Mar,2:19
26_Aug_2019,US Open,Hard,QF,24,5,(5)Daniil Medvedev [RUS] d. (23)Wawrinka,7-6(6) 6-3 3-6 6-1, (ch),0.93,9.00%,3.60%,64.90%,77.80%,38.50%,8-Apr,2:34
26_Aug_2019,US Open,Hard,R16,24,1,(23)Wawrinka d. (1)Novak Djokovic [SRB],6-4 7-5 2-1 RET, (ch),1.44,12.90%,4.30%,54.30%,84.20%,56.30%,5-Apr,1:46
26_Aug_2019,US Open,Hard,R32,24,135,(23)Wawrinka d. (LL)Paolo Lorenzi [ITA],6-4 7-6(9) 7-6(4),,1.17,19.00%,2.40%,53.20%,80.60%,54.20%,13-Nov,2:58
26_Aug_2019,US Open,Hard,R64,24,74,(23)Wawrinka d. Jeremy Chardy [FRA],6-4 6-3 6-7(3) 6-3,,1.42,16.10%,1.70%,52.50%,80.60%,71.40%,2-Feb,2:44
26_Aug_2019,US Open,Hard,R128,24,137,(23)Wawrinka d. (Q)Jannik Sinner [ITA],6-3 7-6(4) 4-6 6-3, (ch),1.08,10.10%,4.10%,62.20%,71.70%,51.80%,14-Oct,2:49
12_Aug_2019,Cincinnati Masters,Hard,R32,23,70,(Q)Andrey Rublev [RUS] d. Wawrinka,6-4 6-4,,0.98,22.00%,0.00%,48.00%,87.50%,50.00%,0/2,1:23
12_Aug_2019,Cincinnati Masters,Hard,R64,23,74,Wawrinka d. Grigor Dimitrov [BUL],5-7 6-4 7-6(4), (ch),1.08,9.30%,0.00%,50.90%,72.70%,58.50%,8-Apr,2:35
5_Aug_2019,Canada Masters,Hard,R32,22,8,(6)Karen Khachanov [RUS] d. Wawrinka,6-4 6-7(3) 6-2,,0.82,11.10%,1.10%,67.80%,70.50%,41.40%,7-Feb,2:11
5_Aug_2019,Canada Masters,Hard,R64,22,54,Wawrinka d. Grigor Dimitrov [BUL],6-4 6-4,,1.28,19.70%,3.30%,59.00%,86.10%,40.00%,2-Jan,1:35
1_Jul_2019,Wimbledon,Grass,R64,19,63,Reilly Opelka [USA] d. (22)Wawrinka,7-5 3-6 4-6 6-4 8-6, (ch),1.17,11.80%,3.50%,60.40%,81.60%,63.20%,10-Jul,3:13
1_Jul_2019,Wimbledon,Grass,R128,19,171,(22)Wawrinka d. (Q)Ruben Bemelmans [BEL],6-3 6-2 6-2, (ch),1.97,9.60%,5.50%,57.50%,76.20%,77.40%,0/0,1:27
17_Jun_2019,Queen's Club,Grass,R16,19,191,(Q)Nicolas Mahut [FRA] d. (7)Wawrinka,3-6 7-5 7-6(2), (ch),1.2,19.60%,2.20%,65.20%,88.30%,50.00%,7-May,2:10
17_Jun_2019,Queen's Club,Grass,R32,19,63,(7)Wawrinka d. (WC)Daniel Evans [GBR],6-3 6-4,,1.56,12.70%,1.80%,56.40%,83.90%,70.80%,2-Feb,1:12
27_May_2019,Roland Garros,Clay,QF,28,3,(3)Roger Federer [SUI] d. (24)Wawrinka,7-6(4) 4-6 7-6(5) 6-4, (ch),0.8,4.70%,4.10%,66.10%,71.70%,46.60%,16/18,3:35
27_May_2019,Roland Garros,Clay,R16,28,6,(24)Wawrinka d. (6)Stefanos Tsitsipas [GRE],7-6(6) 5-7 6-4 3-6 8-6, (ch),0.95,7.80%,1.50%,62.10%,71.10%,51.30%,22/27,5:09
27_May_2019,Roland Garros,Clay,R32,28,46,(24)Wawrinka d. Grigor Dimitrov [BUL],7-6(5) 7-6(4) 7-6(8),,1.14,11.10%,3.20%,50.80%,76.60%,59.70%,4-Feb,3:16
27_May_2019,Roland Garros,Clay,R64,28,37,(24)Wawrinka d. Cristian Garin [CHI],6-1 6-4 6-0, (ch),1.6,9.10%,1.30%,57.10%,72.70%,63.60%,5-May,1:40
27_May_2019,Roland Garros,Clay,R128,28,132,(24)Wawrinka d. Jozef Kovalik [SVK],6-1 6-7(3) 6-2 6-3,,1.3,17.00%,0.00%,61.60%,76.80%,69.80%,3-Mar,2:22
20_May_2019,Geneva,Clay,R16,27,57,(Q)Damir Dzumhur [BIH] d. (2)Wawrinka,3-6 6-3 6-4,,0.95,5.40%,1.10%,61.30%,68.40%,47.20%,11-Jul,1:56
13_May_2019,Rome Masters,Clay,R64,29,23,David Goffin [BEL] d. Wawrinka,4-6 6-0 6-2,,0.75,9.50%,1.40%,55.40%,61.00%,42.40%,10-Apr,1:55
6_May_2019,Madrid Masters,Clay,QF,34,2,(2)Rafael Nadal [ESP] d. Wawrinka,6-1 6-2,,0.32,6.70%,4.40%,57.80%,53.80%,31.60%,10-Jun,1:08
6_May_2019,Madrid Masters,Clay,R16,34,7,Wawrinka d. (6)Kei Nishikori [JPN],6-3 7-6(3),,1.75,14.50%,1.60%,61.30%,81.60%,75.00%,1-Jan,1:35
6_May_2019,Madrid Masters,Clay,R32,34,26,Wawrinka d. Guido Pella [ARG],6-3 6-4,,1.08,2.60%,2.60%,64.90%,74.00%,51.90%,5-May,1:29
6_May_2019,Madrid Masters,Clay,R64,34,41,Wawrinka d. (Q)Pierre Hugues Herbert [FRA],6-2 6-3,,2.16,6.70%,4.40%,48.90%,72.70%,87.00%,0/0,1:04
15_Apr_2019,Monte Carlo Masters,Clay,R32,36,16,(11)Marco Cecchinato [ITA] d. Wawrinka,0-6 7-5 6-3,,1.07,7.20%,2.90%,52.20%,69.40%,54.50%,0/3,1:44
15_Apr_2019,Monte Carlo Masters,Clay,R64,36,31,Wawrinka d. Lucas Pouille [FRA],7-5 6-3,,1.48,11.90%,5.10%,47.50%,85.70%,61.30%,6-May,1:15
18_Mar_2019,Miami Masters,Hard,R64,37,103,Filip Krajinovic [SRB] d. (30)Wawrinka,5-7 6-2 7-6(5),,0.82,10.10%,2.80%,58.70%,71.90%,35.60%,10-Jun,2:39
4_Mar_2019,Indian Wells Masters,Hard,R32,40,4,(4)Roger Federer [SUI] d. Wawrinka,6-3 6-4,,0.54,15.70%,2.00%,72.50%,59.50%,71.40%,6-Apr,0:59
4_Mar_2019,Indian Wells Masters,Hard,R64,40,31,Wawrinka d. (29)Marton Fucsovics [HUN],6-4 6-7(5) 7-5, (ch),1.05,3.50%,2.80%,61.30%,67.80%,41.80%,21/25,3:24
4_Mar_2019,Indian Wells Masters,Hard,R128,40,100,Wawrinka d. (Q)Daniel Evans [GBR],6-7(4) 6-3 6-3,,1.17,8.90%,0.00%,58.90%,83.00%,48.60%,9-Jul,2:08
25_Feb_2019,Acapulco,Hard,QF,42,72,Nick Kyrgios [AUS] d. Wawrinka,7-5 6-7(3) 6-4, (ch),0.88,14.20%,3.80%,56.60%,80.00%,47.80%,8-May,2:31
25_Feb_2019,Acapulco,Hard,R16,42,36,Wawrinka d. (7)Steve Johnson [USA],7-6(5) 6-4,,0.92,12.20%,1.40%,55.40%,82.90%,54.50%,2-Feb,1:34
25_Feb_2019,Acapulco,Hard,R32,42,93,Wawrinka d. (Q)Ryan Harrison [USA],6-4 7-6(6),,1.25,13.80%,1.50%,64.60%,88.10%,52.20%,0/1,1:33
11_Feb_2019,Rotterdam,Hard,F,68,33,Gael Monfils [FRA] d. (WC)Wawrinka,6-3 1-6 6-2, (ch),0.99,2.80%,0.00%,57.70%,63.40%,53.30%,10-Jun,1:44
11_Feb_2019,Rotterdam,Hard,SF,68,7,(WC)Wawrinka d. (1)Kei Nishikori [JPN],6-2 4-6 6-4, (ch),1.2,9.90%,1.20%,59.30%,77.10%,45.50%,7-Apr,2:13
11_Feb_2019,Rotterdam,Hard,QF,68,25,(WC)Wawrinka d. (10)Denis Shapovalov [CAN],6-4 7-6(4), (ch),1.23,4.70%,0.00%,50.00%,78.10%,59.40%,0/2,1:29
11_Feb_2019,Rotterdam,Hard,R16,68,14,(WC)Wawrinka d. (4)Milos Raonic [CAN],6-4 7-6(4),,1.66,12.70%,1.60%,52.40%,90.90%,66.70%,1-Jan,1:37
11_Feb_2019,Rotterdam,Hard,R32,68,58,(WC)Wawrinka d. Benoit Paire [FRA],7-6(4) 6-1,,1.32,6.50%,1.60%,62.90%,71.80%,52.20%,2-Jan,1:11
4_Feb_2019,Sofia,Hard,R32,57,56,Marius Copil [ROU] d. Wawrinka,3-6 7-6(5) 6-4,,1.34,14.40%,1.10%,62.20%,85.70%,67.60%,7-Jun,1:47
14_Jan_2019,Australian Open,Hard,R64,59,17,(16)Milos Raonic [CAN] d. Wawrinka,6-7(4) 7-6(6) 7-6(11) 7-6(5), (ch),0.9,16.50%,1.20%,60.00%,82.40%,55.90%,7-May,4:01
14_Jan_2019,Australian Open,Hard,R128,59,86,Wawrinka d. Ernests Gulbis [LAT],3-6 3-1 RET,,0.96,7.00%,2.30%,48.80%,71.40%,50.00%,4-Feb,1:00
31_Dec_2018,Doha,Hard,QF,66,24,(7)Roberto Bautista Agut [ESP] d. Wawrinka,6-4 6-4,,0.78,8.10%,0.00%,59.30%,62.70%,51.40%,14-Dec,1:45
31_Dec_2018,Doha,Hard,R16,66,43,Wawrinka d. Nicolas Jarry [CHI],6-4 7-6(3), (ch),1.41,8.20%,1.60%,49.20%,93.30%,64.50%,0/0,1:28
31_Dec_2018,Doha,Hard,R32,66,11,Wawrinka d. (3)Karen Khachanov [RUS],7-6(7) 6-4,,0.83,8.10%,1.20%,57.00%,73.50%,59.50%,4-Apr,1:42
8_Oct_2018,Shanghai Masters,Hard,R64,69,19,(13)Borna Coric [CRO] d. (WC)Wawrinka,4-6 6-4 6-3,,0.98,17.50%,1.30%,65.00%,75.00%,60.70%,8-Jun,1:58
1_Oct_2018,Tokyo,Hard,R16,74,31,Denis Shapovalov [CAN] d. Wawrinka,4-6 6-1 6-4,,0.8,9.60%,1.20%,51.80%,72.10%,47.50%,9-Jun,1:49
1_Oct_2018,Tokyo,Hard,R32,74,60,Wawrinka d. (SE)Taylor Fritz [USA],6-3 6-4,,2.17,18.90%,3.80%,60.40%,96.90%,57.10%,2-Feb,1:07
17_Sep_2018,St. Petersburg,Hard,SF,88,65,Martin Klizan [SVK] d. (WC)Wawrinka,4-6 6-3 7-5,,0.92,7.10%,0.00%,61.20%,71.20%,54.50%,4-Jan,2:17
17_Sep_2018,St. Petersburg,Hard,QF,88,28,(WC)Wawrinka d. (6)Damir Dzumhur [BIH],6-3 6-4,,1.44,10.90%,0.00%,69.10%,71.10%,70.60%,4-Mar,1:12
17_Sep_2018,St. Petersburg,Hard,R16,88,24,(WC)Wawrinka d. (4)Karen Khachanov [RUS],7-6(10) 7-6(1), (ch),1.14,6.70%,4.50%,49.40%,72.70%,60.00%,7-May,2:08
17_Sep_2018,St. Petersburg,Hard,R32,88,76,(WC)Wawrinka d. Aljaz Bedene [SLO],7-5 7-6(5), (ch),1.15,6.00%,6.00%,51.80%,72.10%,60.00%,5-Apr,1:48
27_Aug_2018,US Open,Hard,R32,101,24,(25)Milos Raonic [CAN] d. Wawrinka,7-6(6) 6-4 6-3,,0.76,6.30%,1.10%,63.20%,71.70%,62.90%,5-Feb,2:09
27_Aug_2018,US Open,Hard,R64,101,139,Wawrinka d. (Q)Ugo Humbert [FRA],7-6(5) 4-6 6-3 7-5,,1.11,4.40%,2.90%,50.70%,72.50%,56.70%,11-Jul,3:21
27_Aug_2018,US Open,Hard,R128,101,8,Wawrinka d. (8)Grigor Dimitrov [BUL],6-3 6-2 7-5,,1.11,5.40%,2.70%,61.30%,67.60%,58.10%,8-Jul,2:24
13_Aug_2018,Cincinnati Masters,Hard,QF,151,2,(2)Roger Federer [SUI] d. (WC)Wawrinka,6-7(2) 7-6(6) 6-2, (ch),0.58,2.70%,1.80%,54.10%,65.00%,66.70%,9-Jul,2:16
13_Aug_2018,Cincinnati Masters,Hard,R16,151,48,(WC)Wawrinka d. Marton Fucsovics [HUN],6-4 6-3, (ch),1.77,5.90%,2.00%,70.60%,86.10%,60.00%,0/0,1:22
13_Aug_2018,Cincinnati Masters,Hard,R32,151,23,(WC)Wawrinka d. Kei Nishikori [JPN],6-4 6-4,,1.55,15.40%,3.80%,59.60%,80.60%,61.90%,0/1,1:29
13_Aug_2018,Cincinnati Masters,Hard,R64,151,12,(WC)Wawrinka d. (12)Diego Schwartzman [ARG],6-2 4-6 6-3,,1.28,7.70%,3.80%,60.30%,78.70%,45.20%,5-Mar,1:55
6_Aug_2018,Canada Masters,Hard,R16,195,1,(1)Rafael Nadal [ESP] d. (WC)Wawrinka,7-5 7-6(4),,0.75,6.60%,2.20%,53.80%,71.40%,47.60%,7-Apr,2:08
6_Aug_2018,Canada Masters,Hard,R32,195,51,(WC)Wawrinka d. Marton Fucsovics [HUN],1-6 7-6(2) 7-6(10),,0.95,3.70%,1.90%,64.80%,70.00%,52.60%,8-Apr,2:43
6_Aug_2018,Canada Masters,Hard,R64,195,17,(WC)Wawrinka d. (16)Nick Kyrgios [AUS],1-6 7-5 7-5,,0.83,13.30%,4.10%,52.00%,78.40%,48.90%,6-Apr,2:03
30_Jul_2018,Washington,Hard,R64,198,234,(Q)Donald Young [USA] d. (WC)Wawrinka,6-4 6-7(5) 7-6(3),,1.03,11.20%,5.10%,61.20%,80.00%,63.20%,0/1,2:21
2_Jul_2018,Wimbledon,Grass,R64,224,133,(Q)Thomas Fabbiano [ITA] d. Wawrinka,7-6(7) 6-3 7-6(6),,0.91,13.80%,1.60%,61.80%,69.70%,51.10%,6-Apr,2:40
2_Jul_2018,Wimbledon,Grass,R128,224,6,Wawrinka d. (6)Grigor Dimitrov [BUL],1-6 7-6(3) 7-6(5) 6-4,,1,6.60%,1.50%,64.00%,81.60%,34.70%,14-Oct,2:50
25_Jun_2018,Eastbourne,Grass,R32,225,156,(WC)Andy Murray [GBR] d. (WC)Wawrinka,6-1 6-3,,0.68,13.60%,6.80%,61.00%,52.80%,47.80%,8-Apr,1:17
18_Jun_2018,Queen's Club,Grass,R16,261,13,(5)Sam Querrey [USA] d. Wawrinka,7-5 6-7(3) 6-1, (ch),0.92,9.00%,2.20%,62.90%,76.80%,48.50%,7-Mar,1:55
18_Jun_2018,Queen's Club,Grass,R32,261,80,Wawrinka d. (WC)Cameron Norrie [GBR],6-2 6-3,,1.78,27.10%,4.20%,60.40%,86.20%,57.90%,0/0,0:56
28_May_2018,Roland Garros,Clay,R128,30,67,Guillermo Garcia Lopez [ESP] d. (23)Wawrinka,6-2 3-6 4-6 7-6(5) 6-3,,0.8,2.80%,2.20%,56.20%,73.00%,46.20%,14/19,3:30
21_May_2018,Geneva,Clay,QF,25,60,Marton Fucsovics [HUN] d. (3)Wawrinka,6-4 6-0,,0.64,1.90%,0.00%,69.80%,54.10%,37.50%,10-May,1:11
21_May_2018,Geneva,Clay,R16,25,57,(3)Wawrinka d. Jared Donaldson [USA],6-3 6-4,,1.54,10.70%,3.60%,66.10%,81.10%,68.40%,0/0,1:08
14_May_2018,Rome Masters,Clay,R64,23,48,Steve Johnson [USA] d. Wawrinka,6-4 6-4,,0.97,10.90%,5.50%,60.00%,78.80%,50.00%,0/2,1:21
19_Feb_2018,Marseille,Hard,R16,13,193,(Q)Ilya Ivashka [BLR] d. (2)Wawrinka,6-4 1-1 RET,,0.75,6.40%,2.10%,57.40%,59.30%,50.00%,9-Jul,0:54
12_Feb_2018,Rotterdam,Hard,R32,13,259,(WC)Tallon Griekspoor [NED] d. (5)Wawrinka,4-6 6-3 6-2, (ch),0.59,9.00%,2.60%,50.00%,74.40%,51.30%,8-May,1:28
5_Feb_2018,Sofia,Hard,SF,15,129,(Q)Mirza Basic [BIH] d. (1)Wawrinka,7-6(6) 6-4,,0.77,5.50%,5.50%,54.80%,70.00%,57.60%,3-Jan,1:24
5_Feb_2018,Sofia,Hard,QF,15,67,(1)Wawrinka d. (6)Viktor Troicki [SRB],6-1 7-6(3),,1.26,5.60%,4.20%,55.60%,75.00%,53.10%,2-Jan,1:23
5_Feb_2018,Sofia,Hard,R16,15,147,(1)Wawrinka d. (Q)Martin Klizan [SVK],4-6 6-2 6-3, (ch),1.34,18.80%,4.70%,58.80%,84.00%,48.60%,6-May,1:59
15_Jan_2018,Australian Open,Hard,R64,8,97,Tennys Sandgren [USA] d. (9)Wawrinka,6-2 6-1 6-4,,0.44,4.80%,2.40%,66.30%,58.20%,50.00%,13-Aug,1:28
15_Jan_2018,Australian Open,Hard,R128,8,136,(9)Wawrinka d. Ricardas Berankis [LTU],6-3 6-4 2-6 7-6(2),,0.9,11.20%,3.70%,50.00%,71.60%,53.70%,9-May,2:47
3_Jul_2017,Wimbledon,Grass,R128,3,49,Daniil Medvedev [RUS] d. (5)Wawrinka,6-4 3-6 6-4 6-1,,0.75,0.90%,2.80%,61.10%,66.70%,47.60%,11-Jun,2:12
19_Jun_2017,Queen's Club,Grass,R32,3,32,Feliciano Lopez [ESP] d. (2)Wawrinka,7-6(4) 7-5,,0.65,20.00%,2.50%,61.30%,87.80%,45.20%,3-Feb,1:30
29_May_2017,Roland Garros,Clay,F,3,4,(4)Rafael Nadal [ESP] d. (3)Wawrinka,6-2 6-3 6-1, (ch),0.45,1.20%,0.00%,58.10%,52.00%,44.40%,13-Jul,2:05
29_May_2017,Roland Garros,Clay,SF,3,1,(3)Wawrinka d. (1)Andy Murray [GBR],6-7(6) 6-3 5-7 7-6(3) 6-1, (ch),1.17,3.60%,1.80%,59.60%,65.70%,61.20%,12-Jul,4:34
29_May_2017,Roland Garros,Clay,QF,3,8,(3)Wawrinka d. (7)Marin Cilic [CRO],6-3 6-3 6-1,,1.67,3.90%,2.60%,62.30%,64.60%,79.30%,3-Feb,1:40
29_May_2017,Roland Garros,Clay,R16,3,16,(3)Wawrinka d. (15)Gael Monfils [FRA],7-5 7-6(7) 6-2,,1.07,2.40%,0.80%,62.20%,69.60%,56.30%,13-Nov,2:43
29_May_2017,Roland Garros,Clay,R32,3,29,(3)Wawrinka d. (28)Fabio Fognini [ITA],7-6(2) 6-0 6-2,,1.54,7.60%,2.50%,62.00%,73.50%,60.00%,6-Apr,1:51
29_May_2017,Roland Garros,Clay,R64,3,89,(3)Wawrinka d. Alexandr Dolgopolov [UKR],6-4 7-6(5) 7-5,,1.17,13.80%,4.30%,60.30%,74.30%,60.90%,7-May,2:34
29_May_2017,Roland Garros,Clay,R128,3,152,(3)Wawrinka d. (Q)Jozef Kovalik [SVK],6-2 7-6(6) 6-3,,1.35,2.00%,1.00%,51.00%,70.00%,68.80%,7-Jun,1:57
22_May_2017,Geneva,Clay,F,3,33,(1)Wawrinka d. (Q)Mischa Zverev [GER],4-6 6-3 6-3, (ch),1.28,3.70%,2.50%,67.90%,74.50%,42.30%,8-May,2:20
22_May_2017,Geneva,Clay,SF,3,85,(1)Wawrinka d. Andrey Kuznetsov [RUS],6-3 7-6(4),,1.32,11.70%,0.00%,44.20%,79.40%,67.40%,6-Jun,1:38
22_May_2017,Geneva,Clay,QF,3,28,(1)Wawrinka d. (6)Sam Querrey [USA],4-6 7-5 6-2,,1.17,9.30%,4.70%,54.70%,80.90%,51.30%,5-Mar,1:49
22_May_2017,Geneva,Clay,R16,3,78,(1)Wawrinka d. Rogerio Dutra Silva [BRA],5-2 RET,,1.46,13.00%,0.00%,47.80%,81.80%,66.70%,2-Feb,0:37
15_May_2017,Rome Masters,Clay,R16,3,24,John Isner [USA] d. (3)Wawrinka,7-6(1) 6-4,,0.75,9.20%,1.50%,56.90%,83.80%,53.60%,4-Mar,1:25
15_May_2017,Rome Masters,Clay,R32,3,44,(3)Wawrinka d. Benoit Paire [FRA],6-3 1-6 6-3,,1.02,2.60%,0.00%,59.70%,67.40%,58.10%,4-Feb,1:42
8_May_2017,Madrid Masters,Clay,R32,3,52,Benoit Paire [FRA] d. (3)Wawrinka,7-5 4-6 6-2,,0.91,7.90%,2.20%,69.70%,66.10%,44.40%,10-May,1:48
17_Apr_2017,Monte Carlo Masters,Clay,R16,3,27,(16)Pablo Cuevas [URU] d. (3)Wawrinka,6-4 6-4,,0.4,2.70%,2.70%,61.30%,63.00%,51.70%,8-Jun,1:16
17_Apr_2017,Monte Carlo Masters,Clay,R32,3,54,(3)Wawrinka d. Jiri Vesely [CZE],6-2 4-6 6-2,,1.65,4.80%,1.60%,66.70%,76.20%,66.70%,0/2,1:24
20_Mar_2017,Miami Masters,Hard,R16,3,20,(16)Alexander Zverev [GER] d. (1)Wawrinka,4-6 6-2 6-1, (ch),0.63,7.90%,5.30%,52.60%,65.00%,47.20%,11-Jun,1:44
20_Mar_2017,Miami Masters,Hard,R32,3,53,(1)Wawrinka d. Malek Jaziri [TUN],6-3 6-4,,1.26,10.00%,4.30%,64.30%,82.20%,44.00%,6-Jun,1:10
20_Mar_2017,Miami Masters,Hard,R64,3,75,(1)Wawrinka d. Horacio Zeballos [ARG],6-3 6-4,,1.55,14.80%,3.70%,48.10%,92.30%,60.70%,2-Feb,1:05
6_Mar_2017,Indian Wells Masters,Hard,F,3,10,(9)Roger Federer [SUI] d. (3)Wawrinka,6-4 7-5, (ch),0.63,6.90%,4.20%,61.10%,70.50%,39.30%,5-Feb,1:20
6_Mar_2017,Indian Wells Masters,Hard,SF,3,23,(3)Wawrinka d. (21)Pablo Carreno Busta [ESP],6-3 6-2, (ch),2.11,8.70%,0.00%,54.30%,80.00%,76.20%,0/0,1:04
6_Mar_2017,Indian Wells Masters,Hard,QF,3,9,(3)Wawrinka d. (8)Dominic Thiem [AUT],6-4 4-6 7-6(2), (ch),1.04,7.00%,1.70%,67.80%,66.70%,54.10%,11-Aug,2:31
6_Mar_2017,Indian Wells Masters,Hard,R16,3,70,(3)Wawrinka d. (LL)Yoshihito Nishioka [JPN],3-6 6-3 7-6(4), (ch),1.02,1.00%,4.00%,59.40%,66.70%,46.30%,11-Jun,2:13
6_Mar_2017,Indian Wells Masters,Hard,R32,3,30,(3)Wawrinka d. (28)Philipp Kohlschreiber [GER],7-5 6-3, (ch),1.44,11.90%,1.70%,57.60%,76.50%,72.00%,0/0,1:17
6_Mar_2017,Indian Wells Masters,Hard,R64,3,38,(3)Wawrinka d. Paolo Lorenzi [ITA],6-3 6-4,,1.42,15.30%,5.10%,55.90%,87.90%,57.70%,2-Feb,1:18
27_Feb_2017,Dubai,Hard,R32,3,77,Damir Dzumhur [BIH] d. (2)Wawrinka,7-6(4) 6-3,,0.7,10.20%,5.10%,55.90%,72.70%,46.20%,0/3,1:12
16_Jan_2017,Australian Open,Hard,SF,4,17,(17)Roger Federer [SUI] d. (4)Wawrinka,7-5 6-3 1-6 4-6 6-3, (ch),0.96,7.40%,1.50%,65.90%,62.90%,69.60%,9-May,3:04
16_Jan_2017,Australian Open,Hard,QF,4,12,(4)Wawrinka d. (12)Jo Wilfried Tsonga [FRA],7-6(2) 6-4 6-3,,1.28,3.70%,1.90%,54.20%,70.70%,65.30%,6-May,2:14
16_Jan_2017,Australian Open,Hard,R16,4,89,(4)Wawrinka d. Andreas Seppi [ITA],7-6(2) 7-6(4) 7-6(4),,1.38,14.50%,1.70%,56.40%,80.30%,66.70%,4-Feb,2:43
