Loc1_Infected,Loc1_Dead,Loc2_Infected,Loc2_Dead,Loc3_Infected,Loc3_Dead,Loc4_Infected,Loc4_Dead,Loc5_Infected,Loc5_Dead
4821.0,1350.0,42410.0,115395.0,69.0,80.0,3628.0,1390.0,1565.0,2932.0
4697.0,1294.0,60206.0,113844.0,94.0,84.0,3433.0,1396.0,1333.0,2902.0
4746.0,1237.0,58288.0,126084.0,99.0,80.0,4240.0,1285.0,1672.0,2896.0
4994.0,1347.0,59362.0,118790.0,83.0,81.0,3632.0,1393.0,1415.0,2918.0
5150.0,1263.0,46787.0,122695.0,94.0,80.0,3307.0,1348.0,1577.0,3065.0
4679.0,1264.0,66793.0,111422.0,69.0,77.0,3938.0,1398.0,1550.0,2800.0
4678.0,1322.0,60384.0,112253.0,97.0,79.0,3543.0,1376.0,1603.0,2873.0
4419.0,1273.0,65085.0,117945.0,95.0,82.0,3822.0,1389.0,1564.0,2917.0
5443.0,1389.0,63039.0,115361.0,74.0,83.0,4318.0,1418.0,1493.0,2748.0
5114.0,1399.0,58952.0,120305.0,94.0,80.0,2867.0,1382.0,1305.0,2808.0
5427.0,1349.0,54897.0,120172.0,70.0,78.0,3967.0,1455.0,1391.0,2895.0
5220.0,1418.0,64378.0,114023.0,81.0,79.0,3542.0,1359.0,1161.0,2932.0
5264.0,1375.0,65726.0,126467.0,85.0,80.0,3616.0,1380.0,1480.0,2970.0
5707.0,1329.0,84507.0,114028.0,85.0,83.0,3923.0,1362.0,1295.0,3043.0
6206.0,1305.0,61808.0,119848.0,72.0,83.0,3151.0,1475.0,1360.0,3187.0
6223.0,1253.0,77527.0,119343.0,72.0,81.0,3639.0,1339.0,1309.0,2741.0
5340.0,1344.0,74973.0,122880.0,86.0,83.0,3891.0,1339.0,1467.0,3147.0
6398.0,1419.0,85126.0,112919.0,67.0,76.0,3080.0,1398.0,1537.0,3091.0
5876.0,1378.0,65815.0,115330.0,56.0,80.0,3337.0,1461.0,1631.0,3153.0
6144.0,1390.0,81951.0,118569.0,70.0,78.0,4158.0,1413.0,1556.0,3067.0
7535.0,1476.0,74411.0,117877.0,61.0,82.0,3870.0,1452.0,1348.0,3103.0
7523.0,1425.0,70320.0,121154.0,62.0,84.0,3759.0,1501.0,1778.0,2894.0
6141.0,1403.0,90053.0,111636.0,58.0,82.0,3770.0,1487.0,1690.0,3271.0
6674.0,1379.0,78867.0,113027.0,62.0,81.0,3542.0,1458.0,1597.0,3196.0
8265.0,1388.0,78983.0,117767.0,71.0,81.0,2810.0,1389.0,1330.0,3087.0
7125.0,1344.0,90816.0,118558.0,67.0,78.0,4069.0,1419.0,2023.0,3053.0
7570.0,1393.0,82143.0,126418.0,68.0,78.0,4361.0,1452.0,1771.0,3059.0
9057.0,1369.0,90433.0,120012.0,65.0,81.0,3391.0,1359.0,1726.0,3051.0
8727.0,1486.0,98163.0,122442.0,47.0,72.0,3900.0,1504.0,1877.0,3362.0
7826.0,1312.0,88886.0,112206.0,71.0,75.0,3810.0,1423.0,1989.0,3188.0
7987.0,1493.0,85102.0,115027.0,55.0,80.0,3744.0,1457.0,1719.0,3111.0
8422.0,1429.0,96042.0,115831.0,61.0,81.0,3604.0,1418.0,1936.0,3094.0
9916.0,1428.0,86739.0,120793.0,66.0,82.0,3662.0,1451.0,1725.0,3153.0
6709.0,1501.0,80654.0,116046.0,63.0,78.0,3051.0,1498.0,2001.0,3263.0
7954.0,1461.0,93840.0,123795.0,63.0,80.0,2912.0,1388.0,1751.0,3177.0
9828.0,1451.0,93173.0,121565.0,49.0,82.0,4130.0,1445.0,1597.0,3060.0
7871.0,1484.0,117689.0,117861.0,52.0,77.0,3610.0,1455.0,1976.0,3447.0
9267.0,1303.0,84682.0,117587.0,64.0,80.0,3247.0,1484.0,2075.0,3446.0
8951.0,1398.0,84612.0,115102.0,56.0,83.0,3536.0,1502.0,2144.0,3383.0
10354.0,1366.0,81091.0,113946.0,47.0,79.0,3342.0,1555.0,2193.0,3465.0
8148.0,1466.0,85324.0,119274.0,45.0,78.0,3676.0,1385.0,1989.0,3204.0
11883.0,1475.0,103497.0,121106.0,43.0,82.0,3573.0,1565.0,2096.0,3273.0
9753.0,1439.0,102894.0,114958.0,50.0,83.0,3301.0,1457.0,2100.0,3522.0
10484.0,1465.0,105997.0,117341.0,53.0,83.0,2563.0,1414.0,2252.0,3342.0
11967.0,1424.0,111901.0,123080.0,49.0,85.0,3155.0,1432.0,2030.0,3276.0
12632.0,1564.0,119065.0,120680.0,48.0,78.0,2446.0,1497.0,2265.0,3317.0
11500.0,1596.0,107422.0,118320.0,47.0,86.0,2563.0,1479.0,1860.0,3622.0
11902.0,1498.0,113477.0,113497.0,51.0,87.0,2555.0,1435.0,2286.0,3180.0
14203.0,1450.0,92623.0,113381.0,49.0,79.0,2661.0,1470.0,2017.0,3360.0
14380.0,1448.0,88468.0,123175.0,46.0,76.0,1621.0,1529.0,2280.0,3287.0
12385.0,1548.0,96870.0,116074.0,37.0,82.0,1848.0,1383.0,1708.0,3510.0
12001.0,1501.0,116743.0,113110.0,45.0,79.0,1959.0,1394.0,2120.0,3446.0
10999.0,1517.0,111031.0,117583.0,36.0,76.0,1962.0,1383.0,2062.0,3578.0
14001.0,1524.0,98177.0,121568.0,45.0,81.0,1682.0,1417.0,1717.0,3448.0
14503.0,1517.0,129662.0,118324.0,44.0,81.0,1861.0,1404.0,2439.0,3354.0
14027.0,1521.0,100006.0,116183.0,38.0,85.0,1507.0,1432.0,2400.0,3518.0
15659.0,1504.0,113079.0,118192.0,32.0,78.0,1941.0,1543.0,2066.0,3604.0
13742.0,1588.0,122994.0,117979.0,37.0,76.0,1612.0,1417.0,2125.0,3511.0
11412.0,1617.0,101122.0,119279.0,46.0,82.0,1636.0,1407.0,2348.0,3286.0
14608.0,1562.0,105946.0,122925.0,42.0,85.0,1619.0,1523.0,2002.0,3615.0
14591.0,1591.0,114261.0,120356.0,43.0,78.0,1619.0,1463.0,2037.0,3751.0
13618.0,1576.0,131369.0,114215.0,40.0,76.0,1425.0,1460.0,2079.0,3699.0
12613.0,1542.0,114983.0,120469.0,42.0,77.0,1491.0,1385.0,2220.0,3642.0
15160.0,1545.0,109643.0,123879.0,46.0,81.0,1311.0,1475.0,2699.0,3713.0
16127.0,1524.0,94051.0,117091.0,43.0,82.0,1289.0,1431.0,2627.0,3938.0
13512.0,1570.0,104139.0,119996.0,32.0,77.0,909.0,1442.0,2790.0,3859.0
13614.0,1666.0,108659.0,116645.0,37.0,77.0,1364.0,1479.0,1798.0,3725.0
16961.0,1465.0,113029.0,118101.0,38.0,78.0,1274.0,1439.0,2145.0,3850.0
16010.0,1581.0,112135.0,116013.0,30.0,78.0,1054.0,1467.0,2631.0,3681.0
15183.0,1556.0,107220.0,113799.0,35.0,80.0,989.0,1479.0,2223.0,3686.0
16136.0,1609.0,104003.0,121608.0,40.0,78.0,1121.0,1502.0,2198.0,3614.0
16745.0,1560.0,133236.0,117000.0,32.0,82.0,1015.0,1317.0,2265.0,3523.0
13396.0,1587.0,93962.0,128639.0,31.0,80.0,941.0,1476.0,2753.0,3787.0
13287.0,1578.0,107086.0,121302.0,32.0,84.0,893.0,1486.0,2415.0,3897.0
17858.0,1615.0,114546.0,122679.0,28.0,78.0,799.0,1498.0,2386.0,3709.0
16138.0,1719.0,113724.0,119496.0,32.0,79.0,930.0,1535.0,1924.0,3820.0
18946.0,1622.0,144694.0,110631.0,23.0,85.0,766.0,1471.0,2377.0,4068.0
15481.0,1637.0,107911.0,125371.0,27.0,80.0,998.0,1439.0,1897.0,3935.0
14723.0,1688.0,102571.0,130570.0,26.0,81.0,765.0,1458.0,2381.0,3947.0
16172.0,1644.0,146911.0,119805.0,30.0,80.0,798.0,1469.0,1939.0,3772.0
16162.0,1619.0,128015.0,119219.0,31.0,85.0,744.0,1530.0,1829.0,3764.0
17244.0,1569.0,123908.0,123397.0,28.0,83.0,706.0,1437.0,1816.0,3855.0
15097.0,1547.0,109083.0,123066.0,24.0,82.0,648.0,1400.0,1893.0,3720.0
13770.0,1596.0,100700.0,119026.0,29.0,83.0,684.0,1533.0,1764.0,3674.0
15901.0,1647.0,120485.0,127430.0,27.0,85.0,534.0,1417.0,1922.0,3728.0
18896.0,1694.0,106928.0,117962.0,27.0,87.0,635.0,1525.0,1261.0,3867.0
16013.0,1666.0,111065.0,121532.0,31.0,83.0,589.0,1601.0,1850.0,3837.0
14739.0,1706.0,110871.0,123512.0,30.0,80.0,570.0,1525.0,1562.0,3921.0
18298.0,1793.0,113906.0,121074.0,30.0,82.0,598.0,1444.0,1592.0,3755.0
19891.0,1688.0,100313.0,118475.0,25.0,82.0,510.0,1468.0,1459.0,3822.0
15013.0,1755.0,116297.0,120140.0,25.0,80.0,438.0,1529.0,1475.0,3799.0
17097.0,1753.0,117679.0,122927.0,25.0,84.0,546.0,1421.0,1437.0,3814.0
19077.0,1785.0,116180.0,119447.0,28.0,78.0,475.0,1504.0,1582.0,4040.0
17738.0,1744.0,133876.0,131173.0,26.0,82.0,381.0,1496.0,1174.0,3813.0
14636.0,1767.0,96795.0,112228.0,29.0,83.0,409.0,1450.0,1261.0,3927.0
16071.0,1758.0,112096.0,125438.0,20.0,81.0,381.0,1432.0,1478.0,3972.0
16058.0,1821.0,120899.0,125680.0,21.0,75.0,410.0,1558.0,1301.0,3767.0
14739.0,1765.0,102844.0,124983.0,21.0,84.0,409.0,1448.0,1322.0,3758.0
16826.0,1834.0,118900.0,122599.0,25.0,78.0,336.0,1398.0,1141.0,3826.0
18525.0,1824.0,90862.0,128798.0,23.0,80.0,353.0,1483.0,1047.0,4061.0
15094.0,1692.0,98467.0,119061.0,20.0,83.0,301.0,1508.0,1090.0,3807.0
17480.0,1778.0,82224.0,117076.0,20.0,80.0,340.0,1554.0,1089.0,3752.0
18120.0,1818.0,111359.0,119186.0,16.0,85.0,222.0,1428.0,991.0,3759.0
16126.0,1789.0,107134.0,117897.0,22.0,82.0,292.0,1459.0,728.0,3725.0
17202.0,1775.0,100528.0,123239.0,21.0,81.0,301.0,1456.0,805.0,3892.0
17151.0,1744.0,104445.0,118426.0,21.0,81.0,235.0,1377.0,1067.0,4058.0
15196.0,1870.0,118535.0,119109.0,19.0,85.0,253.0,1461.0,968.0,3908.0
15917.0,1837.0,81529.0,123626.0,20.0,82.0,255.0,1499.0,995.0,3925.0
14847.0,1763.0,108024.0,122236.0,19.0,82.0,223.0,1522.0,816.0,3897.0
16039.0,1801.0,77258.0,117030.0,18.0,86.0,190.0,1418.0,666.0,4060.0
16902.0,1808.0,91303.0,123234.0,18.0,76.0,200.0,1472.0,829.0,3850.0
15776.0,1900.0,87275.0,124610.0,18.0,82.0,241.0,1376.0,798.0,3718.0
14288.0,1899.0,81834.0,128871.0,17.0,80.0,232.0,1461.0,770.0,3860.0
15901.0,1835.0,78913.0,119464.0,19.0,87.0,209.0,1576.0,747.0,3880.0
16348.0,1978.0,84620.0,119459.0,17.0,82.0,204.0,1525.0,684.0,3818.0
15359.0,1865.0,101288.0,117925.0,18.0,82.0,165.0,1401.0,670.0,3883.0
15561.0,1811.0,76666.0,113756.0,19.0,77.0,167.0,1436.0,682.0,3868.0
13699.0,1855.0,100953.0,122318.0,18.0,84.0,173.0,1471.0,531.0,4005.0
15755.0,1988.0,88558.0,129196.0,16.0,76.0,143.0,1444.0,675.0,3879.0
14367.0,1852.0,86164.0,117526.0,14.0,81.0,192.0,1486.0,655.0,4059.0
15429.0,1875.0,76958.0,120490.0,14.0,80.0,125.0,1514.0,482.0,4033.0
16130.0,1938.0,97390.0,123286.0,18.0,78.0,152.0,1508.0,536.0,3976.0
14587.0,1932.0,77416.0,123365.0,18.0,74.0,134.0,1476.0,640.0,3763.0
14354.0,1837.0,77403.0,122483.0,16.0,85.0,128.0,1462.0,546.0,3692.0
13172.0,1916.0,75505.0,121238.0,14.0,76.0,137.0,1404.0,506.0,3894.0
15236.0,1959.0,99691.0,122065.0,13.0,85.0,120.0,1589.0,613.0,3690.0
16867.0,2025.0,87171.0,127942.0,15.0,82.0,116.0,1526.0,365.0,3940.0
15294.0,1968.0,80241.0,133120.0,16.0,79.0,114.0,1510.0,483.0,3703.0
13893.0,1881.0,95711.0,117625.0,13.0,84.0,107.0,1490.0,371.0,3972.0
10719.0,1838.0,89218.0,117141.0,14.0,79.0,114.0,1477.0,453.0,3865.0
14771.0,2030.0,74612.0,125750.0,13.0,80.0,99.0,1466.0,423.0,3876.0
12107.0,1907.0,69448.0,120883.0,14.0,85.0,83.0,1475.0,357.0,3932.0
15071.0,1929.0,75460.0,125924.0,13.0,87.0,95.0,1454.0,454.0,3899.0
14447.0,1931.0,79226.0,121464.0,14.0,82.0,73.0,1390.0,352.0,4130.0
9955.0,1999.0,75210.0,121929.0,13.0,81.0,78.0,1469.0,414.0,3897.0
10576.0,2002.0,78664.0,119341.0,12.0,81.0,90.0,1423.0,297.0,3945.0
12015.0,1993.0,69217.0,121974.0,13.0,80.0,88.0,1511.0,328.0,3856.0
11246.0,1970.0,71793.0,126954.0,14.0,80.0,78.0,1518.0,282.0,3928.0
12252.0,1876.0,72562.0,125171.0,14.0,81.0,81.0,1564.0,335.0,4107.0
12253.0,1975.0,67862.0,125269.0,12.0,82.0,63.0,1508.0,334.0,4011.0
13618.0,2053.0,59119.0,123301.0,12.0,85.0,66.0,1444.0,303.0,3985.0
12201.0,2025.0,75726.0,121397.0,11.0,81.0,66.0,1419.0,337.0,4015.0
11641.0,2088.0,59975.0,120782.0,14.0,83.0,66.0,1434.0,278.0,3862.0
10552.0,2021.0,64514.0,125815.0,12.0,82.0,58.0,1485.0,253.0,3983.0
11170.0,1908.0,70960.0,125845.0,11.0,82.0,55.0,1457.0,265.0,3888.0
11550.0,2039.0,70771.0,129690.0,12.0,86.0,54.0,1379.0,276.0,4024.0
9629.0,2047.0,66986.0,120910.0,9.0,80.0,55.0,1449.0,229.0,3960.0
9541.0,2026.0,67772.0,128529.0,11.0,78.0,56.0,1572.0,295.0,4087.0
9958.0,2130.0,63470.0,131948.0,12.0,81.0,57.0,1508.0,227.0,3937.0
10116.0,1989.0,61491.0,127507.0,9.0,81.0,45.0,1426.0,231.0,3999.0
10567.0,2042.0,55757.0,124588.0,10.0,78.0,49.0,1482.0,246.0,3829.0
10251.0,2110.0,59948.0,123120.0,10.0,83.0,46.0,1368.0,256.0,4198.0
10298.0,2074.0,63793.0,123454.0,11.0,80.0,46.0,1451.0,198.0,3856.0
10733.0,2127.0,60227.0,127317.0,10.0,87.0,47.0,1516.0,192.0,3639.0
7280.0,2030.0,57223.0,121958.0,8.0,77.0,40.0,1482.0,174.0,3754.0
9232.0,2043.0,55721.0,128118.0,10.0,83.0,42.0,1540.0,221.0,4144.0
10338.0,2134.0,47083.0,117633.0,8.0,81.0,36.0,1606.0,231.0,3824.0
9428.0,2029.0,50949.0,125572.0,9.0,79.0,37.0,1421.0,136.0,3884.0
9288.0,1988.0,55133.0,128430.0,8.0,84.0,30.0,1540.0,166.0,3922.0
9165.0,1953.0,47898.0,128632.0,9.0,83.0,38.0,1441.0,154.0,3831.0
10350.0,1991.0,55306.0,108052.0,8.0,81.0,31.0,1457.0,154.0,3870.0
8830.0,2015.0,45702.0,125841.0,8.0,79.0,30.0,1537.0,171.0,3936.0
8834.0,1986.0,47357.0,132659.0,9.0,80.0,29.0,1529.0,162.0,3906.0
8650.0,2110.0,32945.0,122661.0,10.0,82.0,29.0,1521.0,164.0,3728.0
8986.0,2177.0,50357.0,126269.0,8.0,78.0,31.0,1396.0,149.0,3842.0
6517.0,2164.0,42446.0,129578.0,9.0,79.0,33.0,1573.0,139.0,3998.0
8711.0,2029.0,43421.0,127437.0,7.0,84.0,24.0,1528.0,137.0,4173.0
6810.0,2173.0,47214.0,125340.0,8.0,80.0,29.0,1477.0,124.0,3867.0
7002.0,2002.0,41194.0,127314.0,8.0,82.0,22.0,1457.0,144.0,3997.0
6118.0,2062.0,38621.0,125160.0,8.0,77.0,25.0,1442.0,98.0,3914.0
7079.0,2229.0,43645.0,124863.0,8.0,85.0,28.0,1499.0,107.0,4134.0
7471.0,2220.0,42774.0,130433.0,8.0,78.0,21.0,1567.0,123.0,3881.0
6975.0,2075.0,39926.0,131203.0,7.0,82.0,18.0,1456.0,110.0,3909.0
7212.0,2151.0,38221.0,118671.0,7.0,78.0,21.0,1438.0,88.0,3856.0
6451.0,2119.0,42652.0,124291.0,6.0,81.0,21.0,1433.0,114.0,3728.0
6770.0,2187.0,41165.0,128446.0,7.0,82.0,19.0,1486.0,112.0,4033.0
6660.0,2154.0,42488.0,121612.0,6.0,83.0,18.0,1390.0,114.0,4068.0
5968.0,2063.0,43530.0,134136.0,7.0,80.0,20.0,1475.0,110.0,4047.0
6756.0,2109.0,41116.0,115454.0,6.0,86.0,19.0,1557.0,91.0,3931.0
6569.0,2022.0,38023.0,123830.0,6.0,82.0,17.0,1305.0,100.0,3849.0
6949.0,2214.0,39652.0,121775.0,6.0,82.0,19.0,1517.0,81.0,3717.0
5479.0,2211.0,36674.0,125939.0,7.0,81.0,16.0,1410.0,72.0,3936.0
5358.0,2258.0,34382.0,126568.0,6.0,82.0,14.0,1441.0,79.0,3665.0
5750.0,2301.0,34494.0,128323.0,7.0,78.0,14.0,1452.0,85.0,3715.0
5249.0,2227.0,37631.0,129229.0,6.0,83.0,13.0,1483.0,80.0,3758.0
5447.0,2227.0,31321.0,120628.0,6.0,79.0,15.0,1496.0,76.0,3712.0
5697.0,2062.0,27361.0,131506.0,5.0,87.0,14.0,1393.0,69.0,3826.0
5696.0,2265.0,36535.0,133443.0,6.0,83.0,12.0,1487.0,77.0,4231.0
5312.0,2189.0,37835.0,123936.0,6.0,76.0,12.0,1451.0,84.0,3844.0
4997.0,2200.0,31665.0,127092.0,6.0,81.0,14.0,1512.0,70.0,3857.0
4815.0,2078.0,29073.0,126199.0,7.0,84.0,12.0,1438.0,61.0,3894.0
5134.0,2114.0,28134.0,119890.0,6.0,81.0,10.0,1536.0,57.0,3901.0
4723.0,2240.0,29673.0,130259.0,5.0,84.0,10.0,1487.0,66.0,3819.0
4908.0,2134.0,38138.0,125820.0,6.0,83.0,11.0,1515.0,63.0,4140.0
3958.0,2096.0,27368.0,118724.0,5.0,78.0,9.0,1406.0,69.0,3877.0
4404.0,2095.0,30644.0,131445.0,5.0,84.0,9.0,1513.0,52.0,4031.0
4473.0,2023.0,24595.0,128609.0,5.0,79.0,9.0,1485.0,53.0,3890.0
4711.0,2133.0,32069.0,125564.0,5.0,78.0,9.0,1558.0,55.0,3853.0
4323.0,2157.0,28504.0,124633.0,6.0,78.0,10.0,1446.0,46.0,4034.0
4461.0,2113.0,25980.0,128674.0,5.0,83.0,8.0,1404.0,53.0,3839.0
4327.0,2082.0,28595.0,128012.0,5.0,83.0,9.0,1412.0,56.0,4067.0
4659.0,2168.0,26224.0,125618.0,4.0,81.0,9.0,1488.0,43.0,3810.0
4254.0,2219.0,22697.0,127100.0,5.0,87.0,8.0,1455.0,44.0,3848.0
3407.0,2262.0,27410.0,129331.0,5.0,82.0,7.0,1491.0,47.0,3976.0
3612.0,2116.0,24448.0,116753.0,5.0,84.0,8.0,1365.0,45.0,3863.0
3591.0,2254.0,22380.0,127597.0,4.0,80.0,6.0,1419.0,34.0,3706.0
3106.0,2276.0,24592.0,125669.0,5.0,80.0,5.0,1473.0,31.0,3798.0
4277.0,2135.0,25291.0,125174.0,5.0,83.0,6.0,1446.0,42.0,3958.0
3631.0,2207.0,25168.0,117058.0,5.0,75.0,6.0,1446.0,38.0,4213.0
2921.0,2178.0,19861.0,128190.0,5.0,86.0,6.0,1501.0,39.0,3856.0
3038.0,2139.0,24828.0,127145.0,5.0,89.0,6.0,1500.0,32.0,3946.0
2704.0,2130.0,23111.0,123626.0,5.0,79.0,5.0,1510.0,42.0,3743.0
3201.0,2239.0,20217.0,122722.0,4.0,80.0,6.0,1541.0,34.0,4121.0
3001.0,2081.0,23057.0,126827.0,4.0,77.0,5.0,1489.0,35.0,3780.0
3331.0,2123.0,17775.0,126359.0,3.0,83.0,6.0,1494.0,39.0,4054.0
2873.0,2280.0,16671.0,122099.0,4.0,82.0,5.0,1448.0,28.0,3819.0
3189.0,2202.0,23725.0,130735.0,4.0,77.0,4.0,1491.0,35.0,4187.0
2740.0,2167.0,20039.0,125350.0,3.0,82.0,5.0,1458.0,32.0,3943.0
2945.0,2120.0,20697.0,128310.0,4.0,78.0,4.0,1525.0,34.0,4090.0
2920.0,2213.0,18503.0,125569.0,3.0,85.0,4.0,1537.0,27.0,3817.0
2749.0,2170.0,18628.0,124342.0,4.0,81.0,4.0,1373.0,27.0,3927.0
3029.0,2203.0,15606.0,122855.0,4.0,80.0,4.0,1477.0,28.0,3759.0
2360.0,2135.0,17222.0,124668.0,3.0,77.0,4.0,1452.0,29.0,4092.0
2499.0,2237.0,18096.0,130649.0,4.0,79.0,4.0,1511.0,27.0,3882.0
2347.0,2216.0,17753.0,121015.0,3.0,81.0,3.0,1423.0,24.0,3713.0
2299.0,2070.0,15928.0,130314.0,4.0,83.0,3.0,1474.0,27.0,4087.0
2337.0,2226.0,20072.0,126442.0,4.0,85.0,4.0,1382.0,22.0,3917.0
2556.0,2121.0,17319.0,123913.0,3.0,85.0,3.0,1514.0,24.0,3928.0
1897.0,2265.0,18765.0,120172.0,3.0,82.0,3.0,1455.0,25.0,3910.0
2000.0,2190.0,17259.0,124084.0,3.0,81.0,3.0,1457.0,21.0,3890.0
2355.0,2192.0,16675.0,127853.0,4.0,81.0,4.0,1468.0,20.0,3901.0
2327.0,2124.0,16638.0,127122.0,4.0,82.0,3.0,1408.0,23.0,3650.0
2086.0,2250.0,14639.0,122248.0,4.0,85.0,3.0,1465.0,21.0,3921.0
2043.0,2102.0,15865.0,136374.0,3.0,84.0,3.0,1413.0,18.0,3975.0
2194.0,2172.0,13843.0,126673.0,3.0,77.0,3.0,1519.0,19.0,3968.0
2112.0,2247.0,14924.0,121284.0,3.0,81.0,3.0,1543.0,18.0,3927.0
1868.0,2272.0,12035.0,126058.0,3.0,80.0,3.0,1561.0,16.0,3749.0
1987.0,2345.0,16922.0,118621.0,3.0,81.0,2.0,1423.0,19.0,3986.0
1519.0,2157.0,12551.0,133164.0,3.0,84.0,3.0,1507.0,16.0,4080.0
2028.0,2159.0,14354.0,129815.0,3.0,81.0,3.0,1494.0,16.0,3647.0
2073.0,2113.0,15728.0,124516.0,3.0,80.0,3.0,1519.0,17.0,4033.0
1714.0,2202.0,13964.0,122925.0,2.0,82.0,4.0,1560.0,13.0,3888.0
1721.0,2202.0,11477.0,128503.0,3.0,82.0,3.0,1457.0,16.0,3825.0
1509.0,2083.0,13141.0,136471.0,3.0,81.0,3.0,1479.0,16.0,3697.0
1676.0,2282.0,11578.0,129249.0,3.0,84.0,3.0,1493.0,15.0,4074.0
1701.0,2199.0,13171.0,128853.0,3.0,80.0,4.0,1519.0,12.0,4047.0
1595.0,2206.0,11910.0,126984.0,2.0,88.0,3.0,1419.0,14.0,3836.0
1303.0,2211.0,14713.0,121631.0,2.0,83.0,4.0,1484.0,14.0,3775.0
1370.0,2228.0,15221.0,130800.0,2.0,79.0,3.0,1545.0,12.0,4151.0
1293.0,2224.0,11807.0,126480.0,2.0,79.0,4.0,1478.0,13.0,3678.0
1289.0,2172.0,10878.0,127000.0,2.0,86.0,4.0,1457.0,11.0,3834.0
1383.0,2141.0,10812.0,126562.0,3.0,82.0,4.0,1506.0,13.0,3935.0
1503.0,2216.0,12723.0,129602.0,2.0,81.0,5.0,1541.0,11.0,3936.0
1456.0,2290.0,11620.0,124608.0,2.0,83.0,4.0,1447.0,12.0,4065.0
1504.0,2272.0,11150.0,122239.0,2.0,86.0,5.0,1321.0,13.0,3835.0
1366.0,2165.0,11589.0,126646.0,2.0,78.0,5.0,1441.0,10.0,3926.0
1519.0,2143.0,12770.0,128278.0,2.0,82.0,5.0,1495.0,9.0,3851.0
1205.0,2263.0,10493.0,135418.0,2.0,85.0,6.0,1475.0,10.0,4136.0
1421.0,2178.0,12278.0,130655.0,2.0,82.0,5.0,1447.0,10.0,3848.0
1332.0,2194.0,8349.0,126252.0,2.0,80.0,7.0,1557.0,10.0,4036.0
1287.0,2326.0,10762.0,130531.0,2.0,78.0,6.0,1457.0,9.0,3917.0
1316.0,2240.0,10252.0,134454.0,2.0,79.0,7.0,1394.0,9.0,3877.0
1221.0,2307.0,9697.0,121823.0,2.0,76.0,6.0,1457.0,9.0,3910.0
1146.0,2173.0,9380.0,122643.0,2.0,80.0,7.0,1485.0,8.0,4128.0
1044.0,2076.0,9749.0,126259.0,2.0,83.0,7.0,1479.0,9.0,3886.0
1217.0,2116.0,9973.0,132404.0,2.0,86.0,7.0,1464.0,9.0,4055.0
1196.0,2148.0,10406.0,124183.0,2.0,82.0,6.0,1441.0,9.0,3859.0
842.0,2166.0,8651.0,129826.0,2.0,83.0,7.0,1448.0,7.0,4136.0
1012.0,2260.0,9217.0,129333.0,2.0,89.0,10.0,1472.0,8.0,3900.0
1052.0,2195.0,9978.0,121951.0,2.0,82.0,9.0,1535.0,8.0,4151.0
893.0,2221.0,8659.0,128263.0,2.0,85.0,8.0,1493.0,8.0,3898.0
905.0,2149.0,9445.0,118672.0,2.0,85.0,9.0,1536.0,7.0,3968.0
969.0,2278.0,8551.0,129725.0,2.0,79.0,12.0,1490.0,7.0,3833.0
1145.0,2174.0,8398.0,124622.0,1.0,78.0,10.0,1521.0,6.0,3969.0
851.0,2131.0,8071.0,129520.0,1.0,79.0,10.0,1371.0,8.0,4075.0
812.0,2203.0,7390.0,127330.0,1.0,79.0,11.0,1519.0,8.0,3892.0
940.0,2215.0,8143.0,127114.0,2.0,78.0,12.0,1438.0,10.0,4085.0
1000.0,2337.0,7077.0,112462.0,1.0,84.0,12.0,1465.0,9.0,3567.0
795.0,2160.0,8731.0,124174.0,2.0,79.0,13.0,1509.0,8.0,3821.0
811.0,2252.0,8889.0,124870.0,2.0,81.0,14.0,1536.0,8.0,3968.0
789.0,2157.0,7981.0,122878.0,2.0,85.0,14.0,1392.0,13.0,3857.0
828.0,2345.0,7301.0,123321.0,2.0,81.0,13.0,1505.0,11.0,3931.0
861.0,2190.0,7134.0,121509.0,1.0,82.0,15.0,1481.0,13.0,4194.0
781.0,2259.0,5958.0,120962.0,2.0,89.0,14.0,1506.0,12.0,4183.0
668.0,2196.0,8014.0,126683.0,1.0,80.0,17.0,1482.0,14.0,3913.0
821.0,2314.0,6812.0,120379.0,1.0,86.0,15.0,1403.0,12.0,3716.0
720.0,2216.0,7102.0,130405.0,2.0,82.0,17.0,1501.0,17.0,3997.0
730.0,2136.0,5130.0,123389.0,2.0,80.0,16.0,1520.0,18.0,4182.0
898.0,2253.0,6893.0,124811.0,1.0,79.0,22.0,1406.0,21.0,4004.0
728.0,2421.0,7507.0,127655.0,1.0,85.0,21.0,1432.0,17.0,3945.0
716.0,2348.0,7183.0,128530.0,1.0,81.0,17.0,1482.0,20.0,4062.0
704.0,2120.0,7000.0,119640.0,1.0,79.0,20.0,1434.0,20.0,4031.0
638.0,2382.0,6749.0,121414.0,1.0,79.0,23.0,1471.0,20.0,3854.0
660.0,2279.0,5795.0,125648.0,1.0,85.0,26.0,1398.0,22.0,3866.0
572.0,2231.0,6222.0,129689.0,1.0,80.0,25.0,1480.0,22.0,3865.0
624.0,2327.0,6898.0,124335.0,1.0,84.0,22.0,1452.0,28.0,4157.0
656.0,2153.0,7249.0,129122.0,1.0,79.0,26.0,1500.0,26.0,3938.0
686.0,2183.0,6756.0,125196.0,1.0,81.0,29.0,1412.0,30.0,3878.0
634.0,2243.0,5906.0,131325.0,1.0,86.0,30.0,1600.0,33.0,3982.0
